GeneFamily,Sample,Value,Condition
UniRef90_A0A099U429|unclassified,NoMonarch_Experiment_258,52.9230241995,No-Monarch
UniRef90_A0A099U429|unclassified,NoMonarch_Experiment_259,50.0785818324,No-Monarch
UniRef90_A0A099U429|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099U429|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A099UX05|unclassified,GeneFamily,UniRef90_A0A099UX05|unclassified,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_257,28.321838306500002,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_258,33.4728224539,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_259,18.0545565945,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Wild_260,12.9332851348,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A099UX05|unclassified,GeneFamily,UniRef90_A0A099UX05|unclassified,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099UX05|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_257,28.321838306500002,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_258,33.4728224539,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Experiment_259,18.0545565945,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Wild_260,12.9332851348,No-Monarch
UniRef90_A0A099UX05|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A099VRC3|unclassified,GeneFamily,UniRef90_A0A099VRC3|unclassified,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_256,22.069428423,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_258,116.4535256575,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_259,21.4553856754,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Wild_261,5.5248618785,No-Monarch
UniRef90_A0A099VRC3|unclassified,GeneFamily,UniRef90_A0A099VRC3|unclassified,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_256,22.069428423,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_258,116.4535256575,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Experiment_259,21.4553856754,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VRC3|unclassified,NoMonarch_Wild_261,5.5248618785,No-Monarch
UniRef90_A0A099VS69|unclassified,GeneFamily,UniRef90_A0A099VS69|unclassified,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_256,8.150965234800001,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_258,44.0719920791,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_259,69.2986608784,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Wild_260,10.2291394281,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A099VS69|unclassified,GeneFamily,UniRef90_A0A099VS69|unclassified,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VS69|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_256,8.150965234800001,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_258,44.0719920791,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Experiment_259,69.2986608784,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Wild_260,10.2291394281,No-Monarch
UniRef90_A0A099VS69|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A099VTJ3|unclassified,GeneFamily,UniRef90_A0A099VTJ3|unclassified,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_256,14.3627033857,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_258,64.342105949,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_259,43.0623243341,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Wild_260,10.7149205974,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Wild_261,14.3498104742,No-Monarch
UniRef90_A0A099VTJ3|unclassified,GeneFamily,UniRef90_A0A099VTJ3|unclassified,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_256,14.3627033857,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_258,64.342105949,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Experiment_259,43.0623243341,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Wild_260,10.7149205974,No-Monarch
UniRef90_A0A099VTJ3|unclassified,NoMonarch_Wild_261,14.3498104742,No-Monarch
UniRef90_A0A099VU19|unclassified,GeneFamily,UniRef90_A0A099VU19|unclassified,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_256,8.2265122265,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_258,62.191476039799994,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_259,11.3798697368,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Wild_261,11.4204314204,No-Monarch
UniRef90_A0A099VU19|unclassified,GeneFamily,UniRef90_A0A099VU19|unclassified,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VU19|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_256,8.2265122265,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_258,62.191476039799994,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Experiment_259,11.3798697368,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VU19|unclassified,NoMonarch_Wild_261,11.4204314204,No-Monarch
UniRef90_A0A099VV01|unclassified,GeneFamily,UniRef90_A0A099VV01|unclassified,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_257,14.8987206823,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_258,50.498190807200004,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_259,17.6371420038,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Wild_261,5.9612651031,No-Monarch
UniRef90_A0A099VV01|unclassified,GeneFamily,UniRef90_A0A099VV01|unclassified,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VV01|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_257,14.8987206823,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_258,50.498190807200004,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Experiment_259,17.6371420038,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VV01|unclassified,NoMonarch_Wild_261,5.9612651031,No-Monarch
UniRef90_A0A099VXV3|unclassified,GeneFamily,UniRef90_A0A099VXV3|unclassified,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_257,9.9154762773,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_258,59.700522718500004,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_259,17.0699192521,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Wild_261,11.1957358444,No-Monarch
UniRef90_A0A099VXV3|unclassified,GeneFamily,UniRef90_A0A099VXV3|unclassified,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_257,9.9154762773,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_258,59.700522718500004,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Experiment_259,17.0699192521,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VXV3|unclassified,NoMonarch_Wild_261,11.1957358444,No-Monarch
UniRef90_A0A099VY37|unclassified,GeneFamily,UniRef90_A0A099VY37|unclassified,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_257,17.0796154422,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_258,41.2291052083,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_259,20.4231444215,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Wild_261,8.5404397908,No-Monarch
UniRef90_A0A099VY37|unclassified,GeneFamily,UniRef90_A0A099VY37|unclassified,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A099VY37|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_257,17.0796154422,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_258,41.2291052083,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Experiment_259,20.4231444215,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A099VY37|unclassified,NoMonarch_Wild_261,8.5404397908,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,GeneFamily,UniRef90_A0A0H5QJN1|unclassified,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_257,21.3333805522,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_259,393.4664222949,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Wild_260,6.657822648,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,GeneFamily,UniRef90_A0A0H5QJN1|unclassified,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_257,21.3333805522,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Experiment_259,393.4664222949,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Wild_260,6.657822648,No-Monarch
UniRef90_A0A0H5QJN1|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,GeneFamily,UniRef90_A0A0L6ZBJ4|unclassified,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_248,90.41249385270001,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_249,8.4427860165,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_250,14.4841529271,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_251,94.67687816870001,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Experiment_254,21.654558241500002,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,GeneFamily,UniRef90_A0A0L6ZBJ4|unclassified,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_248,90.41249385270001,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_249,8.4427860165,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_250,14.4841529271,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_251,94.67687816870001,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Experiment_254,21.654558241500002,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0L6ZBJ4|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,GeneFamily,UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0L8AR68|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Experiment_255,0.0,Monarch
